   Publisher App Market ID,   Publisher App ID,   Publisher App Name,  Publisher Account ID,  Publisher Account Name,Salesforce Monetize Account Region,Salesforce Monetize Account AM  Name,    Report Ad Spend (Unified),    Report    Publisher Revenue,    Report Net Revenue (Unified)
com.blackout.spades,616f5141d877b8dc18b84ead,Spades - Android,5efd8ef70165690015e8b224,Blackout Lab SL,EMEA,Beth Taylor-Lowen,53413.127986675165,31186.988012,22226.139974675163
com.fatmerge.global,6572e422a475438b9f7963df,Food and Travel: Merge Game,561e8d946b8d90f61a001853,Century Games,APAC,Ronald Long,53398.31382942607,28890.490571,24507.823258426073
1420294918,5d601a774f58920017a68eb4,Wordscapes Search iOS,561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",Americas,Matthew Hong,53318.957369643,36257.515173,17061.442196643
1640075364,6425f150c4d8b0bedab9783e,Tile Club,5fe2fafd6013fb0015208652,GamoVation,EMEA,Louis Wallworth,52978.442136542726,39369.87948,13608.562656542726
closet.match.pair.matching.games,638ee5c8643198f9a752c1f6,Goods Sort - Match Master,6375b18dfdfa75001bf507e2,Speelead Limited,APAC,Aria Gao,52722.159409129454,38453.937521,14268.22188812945
com.Hadiz.Pillowchase,68c17bab0ed903cf7fceab95,Pillow Chase Home App,5fc618102e8dd2001579b65d,App Central ltd,EMEA,Beth Taylor-Lowen,52516.434818690585,33248.241836,19268.192982690583
air.com.sgn.cookiejam.gp,5a9059cad21df82a03002ca1,Cookie Jam Match 3 Android,58910f6a5f5e338431000675,Jamcity INC.,Americas,Kasey Geist,52499.85518394597,29430.471136,23069.38404794597
1644099880,631afd1248a0f788d7762b15,Cryptogram: Word Brain Puzzle,647deb456149810011be5192,Joyteractive Ltd,EMEA,Kseniia Fesenko,52098.90957936455,32552.146192,19546.763387364546
com.gamovation.triplemahjong,6718ca934a1ec2bd8d864e26,Mahjong Triple Club,5fe2fafd6013fb0015208652,GamoVation,EMEA,Louis Wallworth,52087.61540128011,39998.644653,12088.970748280117
1446254576,5f58b1eb58401a000165c9f7,Solitaire Cash,5f58b1ac675b0600157e7105,Papaya Gaming,EMEA,Beth Taylor-Lowen,52012.20822011374,37189.087038,14823.121182113737
6689516283,66f29d46c81241f35a61f93a,Perfect Tidy_ios,57fb4876297c8ce634000039,AbiGroup,APAC,Nam Trinh,51908.17837749228,28911.624306,22996.55407149228
459035295,664485f1d09efc5a9e422018,Top Eleven - iOS,664372d48ffbbf0011f17452,Nordeus,EMEA,Dumitru Cazacu,51845.5755677056,36857.575487,14988.000080705599
1011626777,674568a601f19870b2661523,Yi Home-iOS,673afd953fa40700118c0ff2,Kami (HK) Limited,APAC,Sunton Sun,51715.66224850141,32619.049749,19096.612499501407
com.scatterlab.messenger,65fbcc68f5d8b25533af06f8,zeta Android,65f02b00af81650011344521,Scatterlab,APAC,Soojin Moon,51711.80656458858,29580.450781,22131.35578358858
com.yunyi.smartcamera,676cf694eeca080cadc58d16,Yi IoT-安卓,673afd953fa40700118c0ff2,Kami (HK) Limited,APAC,Sunton Sun,51707.623401905425,28132.100807,23575.522594905426
495583717,58bf044230aa0e8e3c00043d,iOS Jigsaw Puzzle,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,51490.6817550616,37607.573581,13883.108174061603
6450917563,64ae9f17830ec394da009d51,Pizza Ready,6159d295979b9a001749fd59,Supercent,APAC,Sunyoung Min,51185.31121587912,32268.804754,18916.506461879126
ball.sort.color.puz.game.puzzle,65a782da26f437b17073e185,Ball Sort - Color Puz Game,5fc0a33dcb32b5001563f9dc,AmberMobile Limited,APAC,Ronald Long,51039.65931667671,40182.568397,10857.090919676715
1318181304,65ddede5d1b71b57183c4444,Spades iOS,58737456236d8f446400071c,FIOGONIA LIMITED,EMEA,Louis Wallworth,50846.834221882,39847.698108,10999.136113882
com.easybrain.backgammon.board.games,615dd65a5e0f3b245d50aa97,Backgammon GP,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,50662.504228469086,37365.593223,13296.911005469083
1548857482,63e074c07c445b3cfb1b94f7,Bilibili,63e0726b0dce2900138bf123,BALABOOM PTE LTD,APAC,Ronald Long,50323.25232276569,33180.71298,17142.539342765693
com.mobilityware.Rummy,66f667b2c81241f35a6205c9,Rummy Android,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,50249.080678534134,37579.069239,12670.011439534135
1274972321,5a167dd1d0d008d90400a61d,Pixel Art - Color by Number,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,50144.17474394288,37012.716898,13131.45784594288
6448392144,64781b96dac1393f38b604ca,Cake Sort - Color Puzzle Game IOS PM D2M,5a57133a3610bbb671016ff3,FALCON GLOBAL LTD.,APAC,Nam Trinh,50095.90640407162,30452.089423,19643.81698107162
1374403536,5ad8f49f2366ab644c5ff33f,BitLife - Life Simulator,561e8d936b8d90f61a0014bf,Candywriter,Americas,Natalie Kenyon,50020.292990625276,30804.223473,19216.06951762527
com.camerasideas.trimmer,60780915a89ffffc0c0a1ed2,YouCut,561e8d976b8d90f61a003fcf,InstaShot,APAC,Harper Zhang,49892.688684715016,26791.835595,23100.85308971502
1389111413,5f5ba15b8b44650001cad5b7,Hole.io,56d55c72562b9c353800000d,Voodoo,EMEA,Hadil Salameh,49814.96741143979,31409.445183,18405.522228439797
com.fingersoft.hcr2,5821ac608c3c580c2e000275,Hill Climb Racing 2,561e8d956b8d90f61a003365,Fingersoft Oy,EMEA,Hadil Salameh,49703.791272318296,29657.588028,20046.203244318298
388389451,630db358adff6b6e29fde846,Muslim Pro iOS,630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,APAC,Soojin Moon,49243.76518696255,26708.307502,22535.457684962545
com.dream.free.games.match3,647dbe0bb7a4c97fb3997264,Dream Island - Match 3 Games,64075f57d6da1900141e5aba,Code Dish GmbH,EMEA,Hadil Salameh,49013.034267703566,33079.214193,15933.82007470356
971023427,59d5d0667f2ced5b17003f7b,Sweatcoin,59d49801fa5a566117002fd5,Sweatcoin,EMEA,Hadil Salameh,48953.37526967969,29250.267987,19703.107282679684
1466197423,5dbbcb0a073003001420bd62,QBlock iOS,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,48753.964492593615,29607.970266,19145.99422659361
one.cryptoguru.cryptotradingacademy,654cfadfcf969be4de4d8eb1,Cryptoguru: Trading Simulator,64b7f29fcca9af0011fd585d,Sonderads,EMEA,Kseniia Fesenko,48576.9318109133,30096.393984,18480.53782691331
6733244789,673dcee201f19870b266002b,Little Farm Story,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,48518.461849214684,36301.270279,12217.191570214687
6746331323,686df2b7df49b79de0b0b51e,Knit Away,6140b93df325530017ebcca3,ADONE PTE. LTD.,APAC,Nam Trinh,48446.405432895364,32085.499224,16360.906208895369
com.bgg.jump,61255fc7e1c507583895150c,Project Makeover,612549a07d54b700104c6ae3,"Magic Tavern, Inc.",APAC,Harper Zhang,48415.01964655304,27268.31445,21146.705196553037
6642698438,66d193dcaa8e1e9b9d293abe,Screw Hybrid iOS,58b91be73e5caab04b000296,Mavericks Mobile,APAC,Ronald Long,48400.40249136089,29677.142139,18723.26035236089
instagram.video.downloader.story.saver.ig,65dda91fd63f23ff922156aa,INS3,638b3f012fb066001b8262d1,AtlasV,APAC,Ronald Long,48392.32919949261,24554.30158,23838.027619492605
6749132002,68a33d1dc1651e2c85a38a97,Drop The Cat iOS,5e5381e2bd20d800170948e8,ActionFit,APAC,Soojin Moon,48329.43919916922,29968.540447,18360.898752169218
1618041797,650a64add38855ef54aaed95,Sudoku-iOS,606c7bac7a37680015801ad8,jiayou,APAC,Sunton Sun,48150.36239383902,34861.487702,13288.874691839019
com.pocketchamps.game,60ccb4ca950f6127ef6c8e16,Pocket Champs (Android),5b5ec3e8337f272131edc824,MadBox,EMEA,Hadil Salameh,47843.45034438911,29035.90719,18807.543154389103
6751533084,68fb4d094b59fa48e1ca4db5,SCi,66c45f2c053da00011d69728,Standard Game Limited,APAC,Harper Zhang,47816.98314111128,29302.93555,18514.04759111128
1459645446,6623f108853bc6953cc5709d,BeReal iOS,56d55c72562b9c353800000d,Voodoo,EMEA,Hadil Salameh,47799.087064236395,25871.686412,21927.400652236392
com.master.hotelmaster,62e9283565ec0d99f0f0fb77,Hotel Master,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,47596.70926848958,38943.018648,8653.690620489584
bible.wordgame.words.connect.crossword.cookies,5bc875c0be31ab306a216ab2,BVC Android,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,47488.798474950076,30273.138192,17215.660282950077
com.orangeapps.piratetreasure,641c54b44e8910abf4bdad7e,Pirate Treasures: Jewel & Gems,5e072f709b72ee0018763bc3,TAPCLAP,EMEA,Kseniia Fesenko,47432.509920467215,26835.909868,20596.60005246722
com.Free.Drama,684fdcee3e498a8535214b45,FreeDrama,6641b3748ffbbf0011f15c05,The Byte Combat (HongKong) Limited,APAC,Sunton Sun,47380.33270681469,30910.274142,16470.058564814695
6504540166,67a34154f372f630d3b77200,Flop House iOS_CL,59e4bb543f0fa9a20900afa3,TabTale LTD,EMEA,Dina Eraksan,47361.8844613649,31835.466143,15526.418318364898
com.easybrain.word.puzzle.game,64f9e2ac8fb8ac04ca897cd1,Easy Words GP,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,47329.38223504566,37040.791368,10288.590867045657
com.mathbrain.sudoku,61e8fb44a901a69d420e6b39,Sudoku-GP,606c7bac7a37680015801ad8,jiayou,APAC,Sunton Sun,47288.70135632202,33999.970253,13288.731103322025
com.outfit7.mytalkingangela2,60370bfa488877a0ea0bb3c4,My Talking Angela 2 - Android,561e8d946b8d90f61a001509,Outfit7,EMEA,Dina Eraksan,47157.33682856233,33432.282015,13725.05481356233
com.biomes.vanced,62330ef11261eebebcaf40a0,Vanced,622f2440e19c1e00147fc083,individual,Americas,Sales Ops,47143.41686028637,20746.578535,26396.838325286368
6504122823,66b0c2e2e33c9a548741f773,Epic Plane Evolution,56d55c72562b9c353800000d,Voodoo,EMEA,Hadil Salameh,47065.295723869494,29411.261358,17654.034365869487
com.iconchanger.widget.theme.shortcut,623849da38ec2385745f5299,Themepack-icon changer,61653a78f9df5d00173c17ba,KikaTech,APAC,Aria Gao,47015.7686199993,26190.761264,20825.007355999296
com.playvalve.connect.dots,64a41dba830ec394da0090b2,Connect the Dots,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,46949.78802172725,31314.336842,15635.451179727246
6452119853,657a0d1ce32ee9b92a27b29d,Wordscapes Solitaire,561e8d976b8d90f61a0045d7,"PeopleFun, Inc.",Americas,Matthew Hong,46920.43644913685,33302.197427,13618.239022136853
6446890132,64ec93e338e5f4adf8260b18,Word Seekers,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,46539.6063413419,31008.805599,15530.800742341902
6747255171,685eae0ea49e6497f395dba1,yuechao-ma_com-free-app-open-lite,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,46504.60674480953,28669.786,17834.82074480953
9wzdncrfhwcp,5797949864c72d066f000097,Mahjong Windows,579643ec6c081adf5c00004c,Microsoft Casual Games,Americas,Matthew Hong,46442.916568,30137.584279,16305.332289
com.tapcolor.color.coloring.number.paint.free,661213bfd4cf07f390ceb1d9,Color Oasis - Color by Number,561e8d946b8d90f61a001853,Century Games,APAC,Ronald Long,46331.185238918886,26124.882316,20206.30292291889
1623318294,628caa38209aa59215f0cde3,Cookie iOS,58adf6988e52ab4d320004d1,Microfun,APAC,Ronald Long,46323.40216050468,27993.672321,18329.72983950468
com.mobilityware.GinRummySolitaire,59834c5b76da46c2770023b2,Android Gin Rummy,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,46261.47447014457,33751.17153,12510.302940144564
725215120,64db6180d4592a1f1c806bde,SHAREit,5f687c6436ca1e0016d5fd6d,INJOY TECHNOLOGY PTE.LTD.,APAC,Seven Tu,45763.03814551601,28536.606609,17226.431536516007
1643547847,63532703807a49419ad183c9,Found It! Hidden Objects,5f064bf93191d60018f0fd5a,Lion Studios,Americas,Matthew Hong,45738.051242568836,28632.115286,17105.93595656883
com.Cash.Drama,68c8d140d20dcd3c2c2ab61b,CashDrama,6641b3748ffbbf0011f15c05,The Byte Combat (HongKong) Limited,APAC,Sunton Sun,45577.24905473914,29808.458452,15768.790602739144
6451460845,64c77a97b00399b5942ae28a,Blossom Match,6364b12e3ad6c7001711d812,Fodream Limited,APAC,Harper Zhang,45272.01590336543,34447.524865,10824.491038365428
6747492600,685b5c3275c4436861cc7bec,Mahjong - Royal Tiles IOS,67b5bff30471850011443643,HURELAX PTE LTD,APAC,Sunton Sun,45224.465057229754,32510.32902,12714.136037229759
com.gimica.treasuremaster,619b54ec1e625bd45aa1ecdc,Treasure Master,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,45137.5860450618,27377.439227,17760.1468180618
com.gimica.solitaireverse,619b54c0dfb892ac20d4c55c,Solitaire Verse,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,45044.00536889697,27203.415485,17840.589883896973
com.playvalve.solitaire.spider,64a41f129018de0fbec58dd7,Spider Solitaire,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,44917.05697498832,33782.554774,11134.502200988318
com.firsttouchgames.story,64787b6711f74ed45246d310,Score! Hero,6247027c20721a0018bb6528,First Touch Games,EMEA,Louis Wallworth,44884.122994613426,29206.399943,15677.72305161343
com.ea.gp.fifamobile,5a567a1e424992a97101387c,FC Mobile Android,561e8d936b8d90f61a0006b6,Electronic Arts,Americas,Kasey Geist,44787.80410663373,25392.631416,19395.172690633735
com.wildspike.wormszone,5e0399f7ddf7457b59f24958,Worms Zone .io - Voracious Snake,59fb487bbe77065f5800afc3,Azur Games,EMEA,Tori Edwards,44636.27851017921,26837.769171,17798.50933917921
com.gamovation.sudoku,63764fda650877c584196fbe,Sudoku Android,5fe2fafd6013fb0015208652,GamoVation,EMEA,Louis Wallworth,44617.92187702298,33432.597421,11185.324456022974
